,Cover_Type
343655,2
200403,2
214019,7
512805,1
455902,2
220160,2
406629,1
100913,2
407829,1
75271,2
182993,2
392843,2
49560,2
541533,7
341621,1
253477,2
68986,2
520117,1
101513,2
234371,2
58873,2
187730,1
396669,2
540988,1
523077,2
287169,6
247486,2
109892,2
248703,2
622,1
452094,1
303754,3
15166,2
145666,1
478764,7
64647,1
65239,1
503492,1
353769,1
148572,1
418291,1
262442,2
493967,2
78974,2
428294,2
371754,5
62377,1
535131,1
359091,5
313567,2
520372,2
307500,1
574496,3
288179,3
243343,2
375445,7
559960,1
23361,2
298473,2
12794,4
533078,1
423337,1
168259,2
300373,1
450079,1
67355,2
420759,2
480267,2
191616,1
403089,2
262177,3
44433,2
80964,2
560279,1
62746,2
396537,1
349963,3
215808,1
187664,1
422439,2
386106,7
180704,2
144156,2
58729,1
547793,2
338998,1
490212,2
130660,2
112972,5
123984,2
482886,2
546661,2
165174,2
419658,2
471473,1
215012,2
337639,1
387173,1
92110,1
418489,2
216365,1
481383,2
399726,1
166968,2
45312,2
328819,5
310201,6
141301,2
406430,1
531687,1
59612,1
300869,6
425623,2
257680,2
199937,2
235274,1
214341,7
551295,2
517286,1
283224,1
283134,6
484638,1
329060,1
464130,7
271856,1
443528,2
416066,2
420309,2
156697,2
137581,5
488809,1
226842,1
138172,2
82502,2
471824,2
570956,2
289264,3
561220,2
211991,2
125163,2
265062,3
532717,1
270121,3
250316,2
388945,2
431949,2
244066,3
361340,2
20017,2
406981,5
245960,2
296616,2
12282,5
3173,3
516145,5
325916,2
389695,1
204419,1
173520,5
530177,1
98475,2
483515,2
404504,1
259289,1
52967,1
25194,2
561155,1
105258,1
423721,2
225142,2
408413,1
128214,2
359482,7
214305,1
571537,2
436021,1
89973,2
27689,2
220885,2
62537,1
115302,2
248848,3
38519,1
209447,1
407253,1
142843,2
458732,7
149550,1
274670,2
477102,2
110087,2
130894,2
232070,1
173281,1
435932,1
15512,2
204308,1
192684,1
269207,3
393090,2
543440,1
390587,1
553122,2
99054,2
440356,1
309012,2
295276,1
321617,2
280544,5
294120,6
555107,2
406241,5
420560,2
484160,2
428103,1
390376,2
171908,2
265330,2
425502,1
333348,1
457872,2
548145,2
288783,3
499673,1
511151,7
285193,3
553654,2
271213,3
481067,2
87310,2
543889,1
277240,4
117080,2
551122,1
573193,3
521273,2
158386,2
169816,1
42327,2
234020,1
463503,1
185732,2
403547,2
169332,2
544683,1
498098,1
344190,1
143419,2
49713,2
324828,3
493444,1
53669,2
561052,1
178022,2
248544,2
391561,2
56427,2
196488,2
402509,7
347243,2
15558,2
496732,2
443405,1
396703,2
128142,1
397508,1
133293,2
380958,2
194816,1
481299,2
137275,2
156631,2
469222,2
152646,2
563684,2
238137,2
320039,2
252874,2
254328,3
457310,2
483181,2
322280,2
571222,2
72864,2
519031,1
578653,3
517502,7
389038,1
130059,2
163759,1
163482,2
436157,2
160269,1
244114,2
374634,5
373357,1
269665,3
145644,2
247490,2
22801,2
325011,2
544474,1
386078,1
74680,2
436979,2
540484,1
488481,2
291277,3
227807,1
197537,1
25216,2
173977,2
25168,2
19566,2
270924,1
392361,1
188893,1
125709,1
548765,1
579041,3
381120,3
88902,2
507678,2
165066,2
544535,1
367756,2
266244,3
45749,2
176184,1
132607,2
252117,2
204836,2
407970,7
292794,1
151286,2
109519,2
202779,1
120490,2
121530,2
79296,2
163861,2
52151,2
389581,2
191005,1
311053,1
436951,1
383661,2
429052,1
186549,1
291750,6
530826,1
453952,1
280751,3
51100,2
143112,2
32008,2
566545,2
95983,2
393046,1
268650,3
150735,2
232245,2
487619,2
73781,2
43522,2
213401,7
436065,2
266276,3
212955,1
202688,2
145832,2
465838,1
86171,2
340648,2
7258,3
569825,2
289731,3
406928,5
162011,2
9303,7
206867,1
55473,2
333809,2
85183,2
409758,2
280587,1
402252,3
391218,1
568133,2
488339,2
77037,2
72804,1
363063,1
103528,2
324628,2
222533,2
522753,1
465707,1
455203,1
319289,2
371226,2
365663,1
191145,1
482595,2
99153,1
520221,1
46733,1
310578,2
254889,3
214963,7
67506,2
565305,2
89381,2
130065,2
307324,1
454943,7
511300,5
487216,2
5346,6
474519,2
65609,2
558120,2
372180,3
442290,1
228836,5
475438,1
515548,7
304220,6
169154,2
156034,1
111946,2
259875,2
56910,1
121969,2
60958,2
293102,3
563608,2
338584,2
464218,1
366755,6
305988,2
13016,3
301069,1
299377,6
15779,1
113984,5
463080,7
484369,2
468546,7
261511,2
258769,2
375672,2
210969,1
181308,1
106043,2
229908,2
16470,2
22535,2
459737,1
262247,3
548231,2
9954,1
524928,2
477550,2
262378,1
411415,7
197137,1
168740,2
170241,2
74798,2
382493,1
578702,3
211162,1
444105,1
316806,1
516077,1
237661,2
569828,2
391351,2
402721,1
286520,3
335046,1
259537,3
321891,2
378980,2
500765,7
341637,1
353225,2
76934,2
502460,7
558057,2
43090,2
511383,1
65023,2
167710,2
379018,2
467052,1
523372,2
515959,2
201277,1
433387,1
397696,1
67195,2
534253,2
122563,2
565284,2
323042,1
332560,1
294280,1
578432,3
137305,1
392937,2
480019,1
83316,2
569197,2
501897,7
425941,1
211093,2
211571,7
45328,2
269636,3
4447,4
301412,1
568068,2
401667,2
211699,2
496878,7
454465,1
563642,1
463893,2
118735,2
190878,1
305339,1
180572,1
83257,1
20887,2
172786,2
24495,2
443670,2
314378,1
44911,1
84163,1
163862,2
479704,2
346413,2
93013,2
55890,2
150026,1
131499,2
350897,1
405422,1
205641,1
445286,2
539540,7
247870,5
168004,2
150363,1
5066,4
503774,1
465265,1
451917,1
100205,2
306487,2
159855,2
415066,1
275077,7
40854,1
423670,1
184794,2
179793,1
240711,1
534770,2
95417,2
481280,1
295559,6
295929,6
80187,2
116681,2
310006,1
554637,2
410596,1
57779,1
294814,2
438722,1
508646,1
462436,2
227816,1
284763,3
135715,2
197821,1
173594,2
428613,1
135383,2
246680,3
493714,2
328099,2
168957,2
579227,3
472844,2
126803,1
23193,2
470785,1
129919,2
522858,1
197608,1
215943,2
211053,2
82041,2
233827,2
110909,2
325291,2
333722,2
266728,3
442081,1
329658,3
316999,2
420627,1
230223,1
144827,2
164913,2
270528,2
416362,1
505304,1
530701,1
118809,2
495344,1
578214,6
364180,7
190424,1
510248,1
109734,2
403160,1
348252,6
106801,2
98849,2
462914,2
510724,1
211657,2
160638,2
27890,2
278811,2
397802,7
451261,2
289568,2
401053,1
337630,1
365398,2
84328,2
145790,2
31906,1
176263,1
209256,1
163826,2
323330,2
221318,2
86137,2
375275,2
212865,2
4921,5
451396,1
229163,3
98249,2
237729,2
379705,2
163045,2
319958,2
89451,1
39264,2
257276,3
152582,2
459663,1
218893,3
554042,2
263300,7
302258,3
243929,2
75378,2
147691,2
445046,1
559266,2
294897,3
486473,2
199816,2
96196,2
380430,6
527980,1
472512,7
450838,2
530594,1
205688,1
18868,2
157888,2
574849,3
318494,2
482918,2
510286,2
354268,3
267936,2
37811,1
344582,2
214289,1
80118,2
239577,2
397711,1
524102,1
74964,2
93474,2
244877,2
529626,2
533529,1
104057,1
103458,1
504913,2
480318,2
346081,2
31212,2
246684,3
282943,6
248306,6
256604,1
271597,2
63049,2
498775,2
127918,1
22602,2
507663,2
570175,3
274065,1
260767,1
13646,3
242424,2
88942,2
538993,1
308935,2
376224,2
395652,1
213326,1
563313,6
284052,3
163650,1
206334,1
501420,1
541667,1
399745,1
413919,6
192918,1
318597,2
103523,2
463520,1
19218,2
77913,2
522613,2
465908,2
313247,2
137420,1
572977,2
560048,1
299568,2
430565,1
34368,2
272000,1
295820,2
440351,1
98374,2
510456,2
24861,2
556544,2
374405,2
531824,1
229683,1
223885,2
347158,1
546886,2
260550,3
542658,1
354246,3
569190,2
370221,2
323403,2
180164,2
542092,2
364706,1
324596,1
551797,1
403571,3
15820,1
72174,2
447873,2
448344,2
482621,1
329129,1
377971,2
247477,2
105599,1
383056,3
147928,1
385574,2
38187,1
254541,2
481095,2
548344,2
204989,2
197979,2
429229,1
18777,2
166508,2
519522,1
509358,1
228061,6
458679,1
313942,1
374843,1
38297,2
120413,2
112898,2
477430,2
178284,2
69080,1
541195,1
152162,2
470545,1
502884,2
147270,1
286104,1
439561,1
394108,3
122558,2
107365,2
477809,2
547742,1
141791,2
480993,2
475245,2
264173,3
28410,2
89215,2
211436,1
424715,2
511025,2
406451,1
421929,2
268264,6
305929,2
261551,2
445959,1
28222,2
458045,1
441280,2
353569,1
341061,2
318854,1
471567,2
347157,1
400380,1
431265,1
70518,2
459415,2
498013,1
220677,7
108381,2
313244,2
257287,3
57431,2
437953,1
548397,1
431092,2
212994,1
113789,2
509059,1
250301,2
165351,2
282141,1
358964,1
461960,2
330261,2
461399,1
332753,2
538,2
119442,1
545978,1
505607,2
46656,2
407987,1
441075,1
358762,2
216121,1
121153,1
344203,1
157757,1
277224,3
138007,2
240692,6
393473,2
358876,7
27176,2
557770,1
38812,2
114238,2
111624,2
134686,2
77067,2
453949,1
477331,1
136463,1
303665,2
372712,6
73163,1
494378,1
259380,2
441418,1
265032,3
556504,1
61191,2
476837,2
578679,3
44157,2
106286,2
156314,1
69510,2
571103,2
426291,2
99810,2
51702,2
138455,2
571143,2
533035,2
75289,2
320283,2
479919,1
498702,2
280881,7
67471,1
117761,2
76564,2
71010,1
214088,2
369864,2
567938,2
359174,6
96940,2
387746,1
327967,1
313432,2
11948,5
315229,2
359505,7
363842,2
322115,1
354023,1
238277,6
272091,2
414450,2
141729,2
43720,1
102822,1
443107,1
436138,1
12395,3
307398,2
18423,2
235250,1
229694,7
415390,2
7606,5
211779,1
207105,2
99068,2
44838,2
386227,2
434498,2
129365,2
404345,1
73511,2
301399,6
315672,2
512165,1
368738,2
115516,2
463198,1
258947,3
258238,2
155324,2
296589,1
520810,2
370802,7
527766,2
136609,1
121976,2
118272,1
54097,2
125600,2
228771,1
394870,1
427725,1
227134,2
291454,2
65925,1
507169,1
315056,1
508315,2
25477,2
348969,2
333818,2
421127,2
212980,1
145000,1
570363,6
249124,2
340078,2
165498,1
247352,2
416707,2
147088,1
153642,2
137385,2
15317,2
38306,2
297205,2
321960,2
93782,2
512593,7
529012,7
397184,2
205544,1
285741,3
82302,2
185900,2
495841,1
240634,3
201191,1
91951,2
245179,2
548649,2
528753,2
156427,2
249140,2
118233,2
475861,1
84014,2
480654,1
233247,2
133471,2
215674,2
24490,2
361357,2
93681,2
568258,2
87455,2
534084,2
482212,2
553462,2
40119,1
83931,2
228445,2
267647,3
354716,2
319024,7
97445,2
343982,2
343049,2
423470,1
178502,2
516892,2
181232,2
524044,1
530642,1
250041,3
407174,1
366858,5
41028,2
263686,3
332420,2
287511,3
374230,7
306858,1
46902,2
64844,2
343194,1
123119,2
350143,1
271542,2
241461,2
197349,2
361486,2
262023,2
571791,2
418537,1
139194,2
515630,1
574367,3
273202,3
129766,2
52789,2
194676,2
104898,2
104069,2
390051,1
322311,2
225211,6
109842,2
18588,2
506818,1
118770,2
147421,2
387929,1
270643,3
281834,3
417262,6
306694,2
247070,2
86606,2
128239,2
183452,1
430699,2
468210,2
219192,2
386035,7
475305,1
146820,2
13920,2
375866,7
158411,1
259089,3
15078,3
367634,2
393728,1
30077,2
226275,3
136710,2
485877,7
23391,2
355454,3
369935,2
419039,5
570665,2
556763,2
84822,2
385549,2
112587,2
196073,1
42404,1
548680,2
444902,1
236699,2
59152,2
125923,1
83012,2
560440,2
150509,1
269668,3
15307,2
33585,2
546152,1
287598,3
116535,2
421824,2
305832,1
126159,1
329770,1
98136,2
261024,5
206004,2
95825,1
89967,2
434180,2
152139,2
117665,2
99688,1
381621,2
205786,2
221971,2
216212,5
189583,1
191619,1
137721,2
480067,2
440618,2
232688,2
269631,3
111642,2
129283,2
553632,1
530042,2
297595,2
214518,1
167342,1
231163,1
144576,1
325274,1
107075,2
52813,2
531379,2
165503,2
524057,1
10449,1
124631,2
321068,1
541831,2
171953,2
512676,1
544996,7
166938,2
416733,1
333750,2
456368,2
289946,2
295317,2
506848,7
416683,2
228051,2
91054,2
124345,2
110774,2
187535,1
212982,1
31383,2
547298,1
282899,3
543552,7
289687,3
400291,1
314803,3
126533,1
181591,1
433675,1
282136,7
282125,2
323884,1
288474,1
564855,1
48626,2
540016,7
171276,1
98119,2
247912,2
462498,2
381218,2
111736,2
12404,4
317893,2
21892,1
312211,1
197075,2
135852,2
335672,2
148403,2
415408,1
136097,1
18442,2
228331,2
162315,2
447675,2
125028,2
527013,1
26653,2
49683,2
34094,2
64109,1
778,2
169387,2
74599,1
488451,7
543327,2
570056,2
461150,7
443218,2
131146,2
484878,1
328561,1
378047,2
467598,1
170683,1
231672,1
56964,1
309875,1
378388,2
181028,1
214253,1
209300,2
137453,2
464562,1
337040,2
579556,6
427444,2
348822,6
121446,2
288689,3
90102,2
36837,2
94246,2
237291,2
495297,2
493991,1
326010,2
79366,2
228358,2
392581,1
72087,2
267602,2
231703,2
334829,1
384400,5
175667,1
431473,1
30736,1
466739,1
117053,2
365697,1
216626,1
423730,2
409054,6
34098,2
511211,1
508002,1
206430,2
572634,3
76533,2
404751,1
278158,1
445995,1
560336,2
419767,2
517796,1
486293,1
48450,2
387490,2
474412,2
241990,3
258804,2
114195,2
316238,1
436230,1
304136,2
431448,1
270633,3
290982,2
144211,1
70088,2
44958,2
499874,1
578858,3
427246,2
499558,2
121245,1
413765,2
401346,1
574742,3
341312,1
387391,1
252202,2
133850,2
537264,1
528136,1
232955,2
94823,2
247209,6
12459,4
300533,6
141098,2
32076,1
217961,2
461564,1
284271,6
480486,2
540657,1
87648,1
333744,2
471742,1
493305,2
233754,2
139740,2
81794,1
550751,1
402484,1
411401,7
371382,7
122909,2
196901,1
514590,1
304299,6
125108,2
40974,2
121295,2
138064,2
387615,2
56840,2
68518,2
506826,2
27280,2
196239,1
419552,2
393767,1
321173,2
384723,7
296114,1
74430,2
302216,3
199893,1
62622,2
302692,2
164414,2
490855,2
79754,2
449843,2
550958,2
144965,1
337501,2
384807,7
416144,1
498956,2
3177,3
552533,2
360763,2
135529,2
112643,2
438212,1
122740,2
149418,1
211338,2
401990,1
529647,2
46615,2
331482,2
399230,1
111722,1
206385,1
278845,1
373662,2
103421,1
347948,1
562636,6
566975,2
79744,2
452167,1
443233,1
95255,2
289824,6
32296,1
475627,2
527576,1
566186,2
410501,1
138549,2
555923,1
463425,1
33924,2
172977,1
240780,2
408630,1
119446,1
405878,1
174723,2
238342,6
471292,7
364021,1
530674,1
271362,1
128730,1
128653,2
296521,1
298237,7
445519,1
337744,2
343943,2
479056,2
212490,7
321232,2
183685,1
185020,1
108041,1
520707,1
41105,2
105069,2
192069,1
210165,1
435771,1
346657,2
262150,3
100782,2
258622,1
84818,2
176627,1
400065,2
353377,7
370671,2
154706,1
110726,2
351119,2
459809,1
317881,2
257064,2
58792,2
92833,2
100335,2
98300,2
495616,1
138561,2
30123,2
228199,3
374015,1
52613,1
199720,2
504787,1
430390,1
509056,1
462248,1
324361,2
515815,1
328067,2
552278,2
4936,4
553035,2
171305,2
551769,1
536439,7
327570,3
409312,1
476173,1
170190,2
364531,1
410854,2
379035,2
212155,1
482626,1
90018,1
89316,2
494212,2
161344,2
520179,7
579430,3
436445,1
313195,1
413536,1
549455,1
148409,2
310138,2
82523,2
306007,2
560462,6
392490,1
207388,5
170206,2
121308,2
291536,2
304701,3
550628,2
8894,1
552378,1
115389,1
234342,2
144238,2
531842,1
304897,2
403133,1
396492,2
439954,1
196721,1
76264,2
249168,2
526484,1
552660,1
394817,1
191872,1
71973,1
215807,1
223632,2
450111,7
532460,7
120470,2
259055,3
500551,2
573062,3
346159,2
63601,2
269641,3
306629,1
64600,2
532839,1
90160,2
472212,2
506909,1
192528,1
516546,1
266742,3
355766,1
356496,1
56569,1
440740,1
80768,2
85293,2
132559,2
197853,2
409639,2
236541,2
124423,2
266004,2
166102,1
510859,1
512533,1
157838,2
381108,3
270204,3
317593,2
165260,1
561413,6
274631,1
440287,2
298487,3
375155,3
71294,1
264819,2
358585,6
257821,3
577884,3
37956,2
32134,2
93079,2
84396,2
190050,2
435462,1
536678,1
310767,6
124019,1
221934,5
553404,1
153888,2
229960,2
390995,1
419796,1
403858,7
319330,3
168328,1
11334,3
216481,2
167618,1
361281,7
238462,2
388948,2
63086,2
529766,1
443897,2
182520,5
465120,7
557555,2
533023,2
7182,5
174058,2
390967,1
336462,1
344462,1
344997,1
179048,2
572508,3
299046,1
111488,2
140987,2
348271,1
282222,2
109914,2
314231,2
193864,2
537404,2
275317,5
159709,2
523875,1
1879,2
482490,1
115566,2
363722,2
319404,1
426730,1
504863,1
465326,2
269339,1
420579,2
39430,2
51864,2
268633,4
49729,2
203900,2
388724,7
561061,1
571552,2
176438,2
206763,1
44664,2
207433,1
140065,2
259096,3
545724,1
125972,2
400967,1
293044,6
468919,2
548101,2
502621,2
498444,2
462295,1
129263,1
144459,2
164173,2
449415,1
330186,2
466327,1
143911,1
575007,3
22027,2
494148,1
285911,3
533860,1
459392,2
547753,1
81057,2
370507,5
106158,2
251725,2
27494,2
410734,1
558058,2
386443,1
406414,2
180278,1
40840,1
127150,2
230689,1
497346,1
3153,4
311952,1
492481,1
442348,1
252733,1
129893,2
269032,1
175598,2
482711,2
564361,2
40745,2
550439,2
46800,2
138183,2
555448,2
443653,2
383442,1
260164,3
492467,2
230080,5
425578,1
325945,1
452541,1
258285,2
408743,2
28766,2
67004,2
93652,2
271861,1
226800,7
160442,1
128729,1
372388,1
371826,2
565959,2
309148,6
503439,2
153736,2
446299,1
511954,1
447690,1
320612,2
345853,2
151293,2
105297,2
216869,2
187472,1
120735,2
324843,1
287573,3
194038,2
511973,1
147401,1
132485,2
495193,2
117000,2
405700,1
328800,2
420417,1
112806,2
434104,1
385978,2
285732,2
526193,2
546004,1
565624,2
40204,2
485118,2
330596,1
99740,1
255118,1
302280,6
422671,1
126898,2
533757,2
450704,1
579660,6
292792,1
2710,5
392913,2
9017,2
180838,2
510660,1
336265,1
168156,2
182622,1
562201,1
365584,2
503628,1
394455,1
432551,1
223796,2
81361,2
381258,2
61862,2
565895,2
507496,1
107604,2
135911,1
358798,1
465929,1
221568,2
246976,2
425259,2
229589,6
520035,1
101322,2
509468,2
380268,2
267103,2
385692,2
115212,2
226524,2
474479,7
526585,1
156829,2
575031,3
559247,2
296628,2
461032,2
239241,3
396493,2
377438,7
229693,7
383030,2
248132,6
52865,2
285334,3
301043,1
567878,2
553627,1
11123,3
561746,2
515527,1
81669,2
476650,1
353630,5
277580,1
425540,7
162575,2
18621,2
477775,2
36824,2
342016,2
286035,6
376478,3
456641,1
432306,1
500752,7
162789,1
238305,3
17610,2
271902,1
239051,1
20562,2
33383,2
459252,7
360317,2
383330,2
237833,3
241893,2
434134,2
557019,2
330000,1
66289,2
362998,2
50118,2
302489,1
188697,2
143293,2
82040,2
158875,2
504860,1
209578,1
444949,1
201289,1
524958,2
55003,2
344244,2
188790,1
528695,2
503820,2
392737,2
446793,7
333328,1
265222,2
403596,3
99484,2
82120,2
282395,6
476572,1
84167,1
529537,1
135179,2
456820,1
367213,2
46351,1
340430,2
511377,1
78284,2
538447,1
232228,2
100378,2
252029,1
383841,2
410678,1
465834,1
463864,1
190186,2
490254,1
435330,2
132292,2
344774,1
526181,7
468470,1
230778,2
68836,2
125952,1
97729,2
31562,2
71475,2
50449,2
266889,1
38086,2
107774,2
219656,1
445167,1
348456,2
132627,2
310383,1
299233,2
454618,7
177442,1
266047,1
385970,1
546141,1
386581,1
362005,2
387851,1
451071,1
406160,1
291051,2
459580,7
224368,3
378112,7
70476,2
60262,2
543747,1
522097,2
42372,2
61129,1
493265,1
265332,2
478214,7
532115,1
360627,2
309078,1
215830,7
188404,1
186780,1
522294,1
470751,2
198189,1
334500,1
528475,1
359619,2
501376,1
254186,1
458839,1
133092,2
34840,2
533644,2
7324,7
239280,6
391242,1
310451,2
567763,2
93261,2
323522,1
203476,5
63268,2
217936,2
457142,1
380091,7
498918,2
428483,1
495405,2
103390,2
100178,2
137910,2
265932,6
339444,2
231357,1
565589,2
272917,1
205571,1
148274,1
102257,1
369690,1
213243,2
376278,2
21978,2
410818,1
339868,1
88949,2
53529,2
423703,2
515135,2
331824,2
485840,2
423394,2
203143,1
241765,2
501703,1
567245,2
97405,2
503164,1
13234,5
125731,2
92588,2
516684,1
240878,2
444935,1
466572,1
314662,2
49827,1
281538,1
508251,1
193403,2
570876,3
150867,2
306189,6
266406,1
468594,1
465068,1
57951,2
118229,2
543830,2
406443,1
346729,2
149227,1
383088,3
85810,2
128457,2
50045,2
429548,1
114095,1
77688,2
248752,3
130317,2
442300,1
470170,2
484596,7
572093,2
444396,1
409516,1
444836,2
284866,6
549287,2
474526,2
223851,2
517410,2
396232,2
122642,1
365524,2
69267,2
307007,2
224156,2
480561,2
70136,2
345644,2
130526,2
568123,2
528553,7
181390,1
422985,2
85285,2
444020,2
213504,2
151291,2
362821,1
49570,2
262323,1
130840,2
413397,1
260204,7
197056,2
45435,2
459972,1
476357,1
434524,1
105728,2
207673,2
141681,2
84912,2
112112,2
364467,6
117564,2
281900,3
146130,2
204389,1
553488,2
252499,3
14596,1
34101,2
426100,1
334387,2
164570,2
52966,1
444929,1
179621,1
214262,1
508788,1
186803,1
22941,2
321228,2
94037,2
50055,2
556474,1
525827,2
358826,1
79694,1
401168,1
399025,2
289825,6
489707,1
61334,2
30550,2
149379,2
459411,2
551335,2
372234,7
126722,2
192330,5
328287,2
489447,1
324648,5
314751,2
511595,1
360443,1
272346,1
528788,1
176267,2
278380,3
121574,1
39099,2
392347,5
42360,2
188858,2
326981,1
291427,2
126620,2
284511,1
124574,2
496906,1
215081,2
558668,1
85907,1
398652,2
358139,2
425375,1
552662,1
398042,2
67322,2
365726,1
328545,2
493425,7
119270,2
57971,2
371843,2
237426,7
445543,1
395663,1
483784,1
364768,7
575148,6
490991,1
27352,2
516237,1
262064,5
178998,1
141203,2
256766,3
211742,1
361757,1
567431,2
416438,1
116228,1
516270,1
285674,1
54640,1
183798,2
175914,1
233397,2
146231,2
378304,2
485942,1
312847,2
212336,1
416405,1
360638,2
368735,2
400859,5
49500,2
55469,2
547747,1
513363,1
19922,2
492006,2
346131,2
363207,2
113806,2
347085,3
437113,2
150642,1
102913,2
386292,2
481158,2
247244,3
557146,2
344255,2
303647,2
20038,2
367106,2
165626,2
229469,2
211257,1
116551,2
133473,2
254237,3
562318,2
95757,2
454234,2
502960,2
511454,1
382989,2
401512,2
386353,2
299066,1
375931,2
368248,1
240427,1
501218,2
248062,2
447979,1
106186,2
325285,1
294375,2
193526,1
210716,1
222451,2
67637,2
221712,2
491350,1
267481,2
418214,1
428323,2
136811,1
366217,1
464037,7
46160,2
154578,2
172889,1
60439,2
260395,2
276523,3
90706,2
429365,1
78246,2
20683,2
410230,1
90151,2
483115,2
8771,1
119795,1
441607,1
407394,2
222161,3
4303,4
48614,2
418259,2
289289,6
